,default,student,balance,income
1593,No,No,0.0,37468.48077
1594,No,Yes,106.2506074,17638.799730000002
1595,No,Yes,712.2537066000001,21407.04362
1596,No,No,906.2232257999999,44626.94267
1597,No,No,127.40990320000002,49735.641639999994
1598,No,No,1698.071916,48595.70465
1599,No,Yes,1448.0356060000001,18989.39705
1600,No,No,711.4394513999999,40507.82124
1601,No,No,326.62895679999997,52696.72518
1602,No,No,352.9438765,59372.71187000001
1603,No,Yes,1247.067238,15522.58415
1604,No,No,439.068967,47899.16968
1605,No,No,1030.2100580000001,40711.45317
1606,No,No,0.0,33168.05805
1607,No,No,1113.276529,51457.53906
1608,No,No,1341.077777,40199.84141
1609,Yes,Yes,2269.946966,18021.10595
1610,No,No,1384.264924,27737.608519999998
1611,No,No,0.0,32724.50637
1612,No,No,745.8132048,42762.474989999995
1613,No,No,909.6336239,41915.52066
1614,No,No,196.3740083,57397.2772
1615,No,No,866.1746688,41365.45638
1616,No,Yes,1460.747667,24960.35938
1617,No,No,760.7767006,44851.560260000006
1618,No,Yes,1165.283215,10354.93762
1619,No,No,1085.425572,39274.83387
1620,No,Yes,724.385576,18641.49842
1621,No,No,114.88447509999999,27365.4222
1622,No,No,794.5875683999999,52507.47963
1623,No,No,1093.256619,28811.273489999996
1624,No,No,943.9378335000001,48198.400610000004
1625,Yes,No,1861.0608710000001,55671.72366
1626,No,No,900.8387591,33130.70934
1627,No,Yes,1682.7961420000001,23344.073940000002
1628,No,No,196.1954156,26612.5603
1629,No,No,1181.123749,29181.839
1630,No,Yes,1101.1580900000001,13142.18149
1631,No,Yes,1506.860473,14914.823359999999
1632,No,Yes,1213.8405539999999,17374.06395
1633,No,Yes,547.2463251,17445.901719999998
1634,No,No,1708.574079,34890.717130000005
1635,No,No,248.0414824,36257.16145
1636,No,No,386.26507119999997,45776.20668
1637,No,No,527.4632744,35708.16925
1638,No,No,1546.842501,51161.9795
1639,No,No,0.0,47214.4336
1640,No,No,0.0,55781.20484
1641,No,No,955.4664338,47520.17558
1642,No,Yes,750.8620344999999,16932.327709999998
1643,No,Yes,1255.748135,12209.577070000001
1644,No,No,818.0608834,35902.4718
1645,No,Yes,1469.366668,11337.422990000001
1646,No,No,331.7207347,46853.74585
1647,Yes,No,1456.5460560000001,51508.57434
1648,No,Yes,1290.8542929999999,19532.73153
1649,No,Yes,711.0304957999999,12685.824859999999
1650,No,No,734.3172028,33240.03903
1651,No,No,329.2188974,48133.82442
1652,No,No,1231.506211,35068.79074
1653,No,No,847.054148,28539.1079
1654,No,No,811.4289115,55119.896960000005
1655,No,Yes,1656.857598,15359.43651
1656,No,Yes,1547.153248,14344.28959
1657,No,Yes,590.718726,13041.19846
1658,No,Yes,893.9664662,15092.77603
1659,No,No,0.0,34066.43811
1660,No,No,800.15468,51730.70461
1661,No,Yes,685.5225351,12361.8634
1662,No,No,1262.757445,68579.10466
1663,No,No,770.1150263999999,49856.69012
1664,No,No,1181.000359,35123.74007
1665,No,Yes,527.653898,17819.96534
1666,No,No,441.4899198,39209.90013
1667,No,No,921.9744134,38340.568889999995
1668,No,Yes,875.3623525,14637.176930000001
1669,No,No,1033.121155,66304.77382
1670,No,No,1046.743543,40822.44741
1671,No,Yes,1319.706449,23373.9312
1672,No,Yes,698.5122051,26768.913119999997
1673,No,No,570.9814914,47021.00672
1674,No,No,842.5417747000001,33897.926510000005
1675,No,No,0.0,47256.06211
1676,No,No,850.3848881000001,44547.485510000006
1677,No,Yes,963.1879064,12799.50938
1678,No,No,1136.331132,42149.868989999995
1679,No,Yes,1945.4904829999998,14941.31796
1680,No,Yes,1442.543601,13049.319379999999
1681,No,No,135.6290155,39925.70017
1682,No,No,423.8769467,36783.05143
1683,No,No,299.77959530000004,28917.53781
1684,No,Yes,701.5393706,17607.45782
1685,No,No,283.207207,39263.39202
1686,No,Yes,1357.849734,11402.54063
1687,No,Yes,1327.8641630000002,11020.90643
1688,No,Yes,946.4499822999999,15179.21205
1689,No,No,663.5052822,53102.24551
1690,No,No,115.840084,47519.84972
1691,No,No,800.4862112000001,37715.83633
1692,No,No,640.0638938,52413.85897
1693,No,No,877.2830136,27405.1355
1694,No,Yes,1382.087692,15552.25205
1695,No,No,751.3945388999999,50910.24562
1696,No,No,0.0,39893.27193
1697,No,No,1120.7032390000002,29613.887580000002
1698,No,Yes,1312.051431,28483.135510000004
1699,No,No,389.0553278,22581.62365
1700,No,No,861.6904462000001,58029.64023
1701,No,No,1079.396005,38864.1448
1702,Yes,No,1893.2897920000003,31821.725580000002
1703,No,No,337.4959039,55853.26512999999
1704,No,No,1142.3517060000001,45580.574810000006
1705,No,Yes,847.0564853,13741.32707
1706,No,Yes,1575.238116,24469.4914
1707,No,Yes,403.3470535,19690.34551
1708,No,Yes,566.5231194,25398.398380000002
1709,Yes,Yes,2009.685744,25694.49616
1710,No,No,954.5981677999999,50139.09299
1711,No,No,1057.940415,45514.67253
1712,No,No,381.38747620000004,28265.086089999997
1713,No,No,793.1868556,35555.78028
1714,No,No,1078.910385,54419.78655
1715,No,Yes,1311.098483,21189.2384
1716,No,No,38.29557625,37186.551589999995
1717,No,No,756.2166996000001,36513.92121
1718,No,No,56.86937772,56245.0654
1719,No,No,1189.748039,30315.885130000002
1720,No,No,1337.390877,51507.50092
1721,No,Yes,1255.499215,16703.017369999998
1722,No,No,1211.867926,42777.58234
1723,No,No,318.8772708,50069.02433
1724,No,No,336.0705452,38595.91155
1725,No,No,934.4904926,31043.408330000002
1726,No,No,812.4882978999999,42721.3007
1727,No,No,1184.683904,37937.95265
1728,No,Yes,1737.607593,7153.539666
1729,No,No,94.12072071,36303.94158
1730,No,No,994.6744382000002,33002.33905
1731,No,No,0.0,21809.21851
1732,No,No,1006.46883,44563.7708
1733,No,No,331.9228185,47779.92656
1734,No,No,967.1352554,23278.66591
1735,No,No,132.158429,26878.472130000002
1736,No,No,813.7409928999999,30975.214089999998
1737,No,Yes,0.0,15986.24197
1738,No,No,529.264959,38814.6067
1739,No,No,743.0559317000001,40944.5638
1740,No,No,27.7011327,45540.9439
1741,No,No,1299.924669,44214.54091
1742,No,No,906.5417626,27074.774739999997
1743,No,No,1451.179476,53556.5521
1744,No,No,1027.566531,48558.08728
1745,No,No,1047.227421,40974.72813
1746,No,No,1452.603293,28989.04395
1747,No,Yes,1190.5441119999998,20291.171980000003
1748,Yes,No,1858.904515,35525.21393
1749,No,Yes,1152.520224,12699.40587
1750,No,No,831.5951866,37372.82827
1751,No,No,922.6966762,34622.61934
1752,No,Yes,469.4564151000001,13944.8934
1753,No,No,474.82921910000005,41288.8291
1754,No,Yes,1485.2721179999999,10300.855440000001
1755,No,Yes,943.3475559000001,19977.89177
1756,No,No,1789.464512,27427.004569999997
1757,No,No,659.5431977000001,21835.1718
1758,No,Yes,1319.534005,24032.54412
1759,No,Yes,514.3682658,18934.68347
1760,No,No,1244.465198,40036.00808
1761,No,No,946.8100507000001,41237.76925
1762,No,Yes,535.6860201000001,11019.60693
1763,No,No,682.8184587999999,33026.00374
1764,No,No,1190.48596,38553.57479
1765,No,No,171.0011892,42749.130710000005
1766,No,Yes,1238.016616,26854.366280000002
1767,No,No,1037.157699,36034.578369999996
1768,No,Yes,464.8353103999999,19121.22865
1769,No,No,124.699032,65211.07421
1770,No,No,667.2030607999999,44682.831560000006
1771,No,No,1111.0609980000002,50301.47568
1772,No,No,1142.39654,33740.44298
1773,No,No,778.8301656,44257.33103
1774,No,No,1412.0247550000001,47727.56463
1775,No,No,986.081816,52009.39965
1776,No,No,1251.784019,32721.14404
1777,No,No,149.0244884,33398.46237
1778,No,No,465.0855346,43480.56849
1779,No,No,1031.126796,41022.09564
1780,Yes,No,1478.124069,31515.344489999996
1781,No,No,789.0007057,35798.47264
1782,No,Yes,790.2959403,14086.448369999998
1783,No,Yes,1123.595047,16082.905709999999
1784,No,No,1370.109496,40101.37913
1785,No,No,396.5135872,41969.74677
1786,No,No,682.0783655,30736.88765
1787,No,No,338.735981,44923.04553
1788,No,Yes,1056.3294759999999,16000.841769999999
1789,No,No,927.2117810000001,44368.883089999996
1790,No,No,634.6961045,32594.69223
1791,No,No,833.533113,40526.30562
1792,No,Yes,1345.230627,18518.71569
1793,No,No,550.8989669,45347.78162
1794,No,No,495.70895419999994,24845.432969999998
1795,No,No,661.4261522,22610.3103
1796,No,No,136.1995896,20935.61911
1797,No,No,480.1925853,26084.40714
1798,No,No,230.8689248,32798.782589999995
1799,No,No,93.5701987,42930.77918
1800,No,Yes,508.8248517,22663.70983
1801,No,Yes,970.5159466,16584.82829
1802,No,No,1324.296671,46875.39427
1803,No,No,932.9638468,32105.441919999997
1804,No,No,0.0,31418.36914
1805,No,Yes,984.7631617999999,17039.973319999997
1806,No,No,725.1205004,47549.20075
1807,No,No,246.8238097,40953.34276
1808,No,No,1051.321091,23859.4318
1809,No,Yes,926.8926126,19445.937169999997
1810,No,Yes,1024.024885,18545.89964
1811,No,No,699.8420242000001,41985.25767
1812,No,Yes,1036.3235140000002,14108.45452
1813,No,No,321.1088067,36275.142889999996
1814,No,No,0.0,41152.17395
1815,No,Yes,1299.187324,19878.74735
1816,No,No,763.3753092999999,40978.14118
1817,No,Yes,808.7427719,9775.581396
1818,No,No,808.5075036000001,34543.0188
1819,No,Yes,677.5528257999999,20745.015330000002
1820,No,Yes,904.0089267000001,13996.5019
1821,No,Yes,102.16677159999999,26266.36282
1822,No,No,1218.346515,43930.98989
1823,No,Yes,774.4138371,12289.864370000001
1824,No,No,1309.564374,47432.43278
1825,No,No,921.9989908,31553.73405
1826,No,No,629.6962085,60230.21901
1827,No,No,77.50293863,31050.15582
1828,Yes,No,1772.855484,42080.10684
1829,No,No,960.2376921,53418.51083
1830,No,No,664.6529879,56677.62141
1831,No,No,109.91873400000001,33419.00689
1832,Yes,Yes,1790.360537,14306.8236
1833,No,No,1425.8016289999998,34015.84987
1834,No,Yes,1167.620124,23502.212819999997
1835,No,No,891.1921462000001,35862.1673
1836,No,Yes,1124.259312,23168.92345
1837,No,No,1796.1143760000002,31862.575289999997
1838,No,No,237.9761856,38229.51786
1839,No,No,1353.264924,43888.88306
1840,No,Yes,1176.55006,18662.598830000003
1841,No,Yes,1229.4414980000001,12158.04466
1842,No,No,270.548125,34258.83123
1843,No,Yes,722.0554201,14661.52456
1844,Yes,No,1170.1989740000001,46692.10478
1845,No,No,840.1365052000001,38738.17715
1846,No,Yes,873.6412372000001,21810.61199
1847,No,No,434.2433404,57146.4261
1848,No,No,605.2744474,58469.47549
1849,No,No,428.8421619,36980.13927
1850,No,No,1662.762192,36691.56219
1851,No,No,682.7124117000001,33175.18305
1852,No,No,598.513777,42584.12081
1853,No,No,1088.2547650000001,32617.59348
1854,No,No,911.0522329,38629.51836
1855,No,No,538.1600227999999,44654.09318
1856,No,No,721.7438218,21162.74272
1857,No,Yes,438.5173671,17400.39085
1858,No,Yes,516.865449,20179.34606
1859,No,No,811.1712029,42185.443569999996
1860,No,No,775.9818346,68179.7612
1861,No,No,285.4000014,39398.56535
1862,Yes,No,1554.816319,26430.4894
1863,No,No,1057.015212,54652.710329999994
1864,No,Yes,673.8124271,17672.28798
1865,No,No,689.6873624,24085.434830000002
1866,No,Yes,1400.344589,14768.696219999998
1867,No,No,601.4172905,41490.61584
1868,No,Yes,754.8595587,18996.8367
1869,No,No,639.6652615,49977.29496
1870,No,No,765.7724451,35122.02738
1871,No,No,220.3689577,24019.310559999998
1872,No,No,47.30266754,38293.31114
1873,No,Yes,780.7223987000001,23819.788790000002
1874,No,No,168.81349550000002,57262.7545
1875,No,No,1557.640951,46030.26209
1876,Yes,No,1891.109614,34448.69385
1877,No,Yes,688.7475484,26662.3766
1878,No,No,452.0078771000001,39990.76569
1879,No,No,574.4911927999999,31632.624239999997
1880,No,No,572.1661387,43807.21905
1881,No,No,946.7707460000001,26618.52276
1882,No,No,523.9086948,43928.637930000004
1883,No,No,1146.358385,44840.02496
1884,No,No,1646.613919,39347.4568
1885,No,No,1216.202309,43656.12889
1886,No,No,1184.899625,53896.90225
1887,No,No,1416.0655550000001,40371.284589999996
1888,No,No,431.9427414,46658.013810000004
1889,No,Yes,521.0330663999999,16887.16039
1890,No,Yes,806.9961112000001,15964.996980000002
1891,No,No,775.4439275000001,33781.78107
1892,No,No,942.2799082999999,24683.38081
1893,No,Yes,1261.2571380000002,26085.076119999998
1894,No,No,509.3708922,39546.47264
1895,No,No,1389.386452,39707.98955
1896,Yes,Yes,1836.1617649999998,18944.80788
1897,No,No,196.4829904,41972.98495
1898,No,No,1348.888866,40548.75271
1899,No,No,661.6020252999999,43157.11928
1900,No,No,718.9867227999999,21044.67383
1901,No,No,451.1293241,39849.71324
1902,No,Yes,114.4182416,12540.90728
1903,No,Yes,889.0123127,10382.9368
1904,No,No,1046.135324,47218.81679
1905,No,Yes,1263.874831,18520.06367
1906,No,No,1109.034634,29759.6363
1907,No,No,698.4053812000001,33265.43584
1908,No,No,1328.967126,51721.37161
1909,No,Yes,1199.809244,19538.02749
1910,No,No,1261.778453,26767.923280000003
1911,No,No,605.3656943,39002.22964
1912,No,No,550.6398862000001,35648.39063
1913,No,No,894.2750955,36513.5392
1914,No,No,1163.534574,46173.76824
1915,No,Yes,1061.755086,17502.81964
1916,No,Yes,1204.54963,19058.98454
1917,No,No,1666.415624,18916.37486
1918,No,No,412.9020609,49060.92374
1919,No,No,595.0659734,29842.88605
1920,No,Yes,836.0057682999999,7404.715843000001
1921,No,No,178.1545157,28785.9621
1922,No,Yes,627.6453207999999,17868.44485
1923,No,No,1004.2550949999999,36895.86555
1924,No,No,1195.399568,34333.92991
1925,No,No,515.6356355,51072.84702
1926,No,No,1242.1103779999999,37980.758369999996
1927,No,Yes,153.2610397,14027.79074
1928,No,No,1086.740286,42451.99308
1929,No,No,280.9590497,29998.8573
1930,No,No,955.8814143,48657.79037
1931,No,No,1093.282258,18844.25039
1932,No,No,734.0879454,22342.55035
1933,No,No,793.8293877,45089.55206
1934,No,Yes,410.4961872,25838.19736
1935,No,Yes,677.6531966,18930.0772
1936,No,No,814.5538745,39148.55837
1937,No,No,800.1773456000001,43547.39817
1938,No,Yes,300.7955043,19673.67406
1939,Yes,Yes,1748.6808489999999,13715.42438
1940,No,No,0.0,54901.822210000006
1941,Yes,No,1807.684491,42308.95445
1942,No,No,833.0705629,36330.26209
1943,No,No,794.4643269999999,32431.82055
1944,No,No,631.5980112999999,46841.110960000005
1945,No,No,108.24945259999998,45264.56479
1946,No,No,1040.396434,41395.28825
1947,No,Yes,1207.052483,24747.88997
1948,No,No,67.23043907,45751.44793
1949,No,No,438.39890379999997,40576.742119999995
1950,No,No,708.579795,21728.8202
1951,No,No,775.4022116,41857.578030000004
1952,No,No,0.0,49459.275480000004
1953,No,No,610.5067355,52124.23357
1954,No,No,845.3432644999999,34216.75436
1955,No,No,181.91977849999998,37725.24736
1956,No,No,272.9878407,63566.36599
1957,No,No,805.0963327000001,40236.89963
1958,No,No,226.85570479999998,33014.89333
1959,No,No,0.0,39576.43465
1960,No,No,691.9288288,23957.71488
1961,No,No,1674.19783,54658.07415
1962,No,Yes,715.7174173999999,27285.333239999996
1963,No,No,339.4334297,44889.874910000006
1964,No,Yes,767.3371317000001,21979.64653
1965,No,No,1088.488096,38171.37207
1966,No,No,28.56739084,35414.57828
1967,No,Yes,792.5775616000001,21347.27345
1968,No,Yes,1093.11502,22593.08161
1969,No,No,408.4892466,35984.56168
1970,No,No,1214.830968,38224.96205
1971,No,Yes,850.1598866,26764.29246
1972,No,Yes,1078.662963,25945.17896
1973,No,No,403.6464529,55458.89125
1974,No,No,1378.169887,48152.98785
1975,No,No,306.9952026,43504.305239999994
1976,No,No,1569.380835,42414.625360000005
1977,No,Yes,1377.269683,17077.24211
1978,No,Yes,656.379057,26578.88356
1979,No,Yes,1654.632735,23687.35721
1980,No,No,702.0847514999999,47811.758069999996
1981,No,No,1110.060616,40236.501489999995
1982,No,Yes,718.211754,18788.74812
1983,No,No,737.1504318,50544.78419
1984,No,No,672.3800476,40236.8732
1985,No,No,1298.0027630000002,42219.911239999994
1986,No,No,489.39937410000005,37338.58292
1987,No,Yes,636.104269,20763.827859999998
1988,No,Yes,1406.799827,16686.62801
1989,No,No,997.809843,50287.873739999995
1990,No,No,0.0,49792.757260000006
1991,No,Yes,691.2247423,16872.15171
1992,No,No,485.8689097,14213.705580000002
1993,No,No,730.1796753,42685.18467
1994,No,No,152.1195126,41847.23184
1995,No,Yes,1105.925571,13126.214240000001
1996,No,No,0.0,47592.72814
1997,No,No,815.737668,48788.103339999994
1998,No,No,568.629894,28122.59409
1999,No,No,589.9444194,24854.604580000003
2000,No,No,1139.567166,36363.6248
2001,No,Yes,344.5228968,21341.65384
2002,Yes,No,2005.5751280000002,36636.00859
2003,No,No,1391.033809,51881.81867
2004,No,No,1338.884597,32500.58487
2005,No,No,78.78255363,37605.45251
2006,No,No,764.6451796,49100.94838
2007,No,No,602.6168777,56017.127539999994
2008,No,No,834.6900595,42468.913660000006
2009,No,No,1391.516591,30152.80387
2010,Yes,No,1823.7514260000003,53526.35641
2011,No,No,1010.070759,39456.908339999994
2012,No,Yes,1069.80034,14736.146999999999
2013,No,No,1116.065771,37074.061369999996
2014,No,No,428.4022839,36340.65107
2015,No,No,147.48857519999999,44482.26878
2016,No,Yes,689.519195,15600.047369999998
2017,No,No,939.4207167999999,55360.03312000001
2018,No,Yes,591.1402653,19937.022569999997
2019,No,No,1139.2643640000001,41869.31867
2020,No,No,500.64925120000004,31353.75002
2021,No,No,1109.408616,64213.192489999994
2022,No,Yes,733.928449,28105.6062
2023,No,No,687.9567922,40354.21604
2024,No,No,118.5984509,35974.76401
2025,No,No,0.0,42009.04182
2026,No,No,634.8650438,49681.22453
2027,No,No,615.4712542999999,38161.6557
2028,No,No,457.9577436000001,36211.194989999996
2029,No,Yes,854.1493647,12843.43651
2030,No,No,770.9545178,42673.99315
2031,No,Yes,0.0,24283.33598
2032,No,No,58.4438978,44838.694989999996
2033,Yes,Yes,1893.664334,21526.35063
2034,No,No,768.0436338999999,35951.12467
2035,No,No,336.2424173,46279.52586
2036,No,No,852.9713399,42773.77146
2037,No,Yes,1300.707924,13675.520180000001
2038,No,No,743.5160764999999,33764.57181
2039,No,No,293.4523575,38528.447360000006
2040,No,Yes,1472.948461,23877.59266
2041,No,No,756.1601308999999,52778.05363
2042,No,No,465.4956002,42358.16154
2043,No,Yes,1041.438743,24847.8812
2044,No,No,709.7382874,46363.34367
2045,No,No,427.11769000000004,34193.16093
2046,No,No,612.2257762,60323.35727000001
2047,No,No,1322.152854,47892.88998
2048,No,No,673.7476812000001,25013.063140000002
2049,Yes,No,1135.047349,48982.22585
2050,No,Yes,509.61294010000006,21928.91099
2051,No,No,113.669024,38513.33229
2052,No,Yes,560.4317643999999,24511.21021
2053,No,No,1163.7360099999999,32467.74804
2054,No,No,133.5089142,49516.34083
2055,No,No,897.4202657,36296.748139999996
2056,No,Yes,793.5627843999999,13446.05629
2057,No,No,942.7868536000001,27736.645119999997
2058,No,No,953.8070083999999,40908.40612
2059,No,No,814.2436789,29631.11007
2060,No,No,1387.704469,26863.17233
2061,No,Yes,601.345719,15897.138
2062,No,No,656.5227012999999,34229.3741
2063,No,Yes,1790.544092,21938.20923
2064,Yes,Yes,1925.982795,17763.3503
2065,No,No,0.0,16834.80271
2066,No,No,310.11864249999996,31445.771080000002
2067,No,Yes,956.7203919,14464.807380000002
2068,No,No,205.17319780000003,47284.25351
2069,No,Yes,1572.803778,24557.35211
2070,No,Yes,1455.684182,14822.833059999999
2071,No,Yes,1011.4588140000001,28316.75761
2072,No,No,413.59900580000004,31466.220589999997
2073,No,Yes,0.0,19281.714659999998
2074,No,No,377.1938454,41901.847369999996
2075,No,No,0.0,51480.38735
2076,No,Yes,0.0,13407.758590000001
2077,No,Yes,527.0560852,22986.28382
2078,No,Yes,1470.330834,15752.68179
2079,No,No,776.5683574,54662.515999999996
2080,No,No,1096.2036679999999,41016.21823
2081,No,No,130.45291029999998,46094.07715
2082,No,No,1331.607309,27665.67547
2083,No,Yes,598.0818312999999,12385.82408
2084,No,No,177.0108651,53545.01511
2085,No,No,937.0330528,27174.5267
2086,No,No,0.0,46581.36178
2087,No,Yes,970.2107314,19245.19816
2088,No,No,268.87949150000003,48006.15004
2089,No,Yes,708.9778282999999,15968.91656
2090,No,No,596.0091827,32983.5435
2091,Yes,Yes,1944.677459,13026.04673
2092,No,Yes,1805.293071,10405.42666
2093,No,No,405.3880438,28493.35072
2094,No,No,849.1290111,26970.73609
2095,No,No,988.4077153,32458.769369999998
2096,Yes,Yes,2261.8481620000002,20030.165119999998
2097,No,No,1221.599764,40865.31289
2098,No,No,1057.3564,45099.091589999996
2099,No,Yes,292.3000209,17321.22712
2100,No,Yes,940.0797321,18581.57718
2101,No,No,368.1969332,32107.67872
2102,No,No,703.3860083999999,38419.41383
2103,No,No,1018.2212599999999,39893.30287
2104,No,No,240.22561209999998,25042.40173
2105,No,Yes,446.6348475,18309.79074
2106,No,No,1277.793381,35620.156
2107,No,No,519.5840264,30546.86437
2108,No,No,933.5212001,40378.42312
2109,No,Yes,1074.5778710000002,18574.353730000003
2110,No,Yes,1697.753989,19021.0677
2111,No,No,1240.6647070000001,46148.19747
2112,No,No,573.5848026000001,54427.92115
2113,No,No,486.057014,54794.3922
2114,No,No,455.3484166999999,41378.99712
2115,No,No,1110.43993,39311.53452
2116,No,No,1225.065552,49090.36931
2117,No,No,286.2582428,28838.321310000003
2118,No,No,1444.630477,40364.55588
2119,No,No,1031.044588,38199.04679
2120,No,Yes,382.00327630000004,19951.721719999998
2121,No,No,1337.313266,41529.55205
2122,No,No,463.9018129,39626.76943
2123,No,No,948.7779787000001,24094.786490000002
2124,No,No,626.5161419,49207.0013
2125,No,No,350.0715602,45354.74619
2126,Yes,Yes,1492.9634210000002,11054.068440000001
2127,No,No,847.6358955000001,33199.37538
2128,No,No,241.9407399,47843.07974
2129,No,No,616.5386778,31925.18324
2130,No,No,733.4148453,36724.89331
2131,No,No,1100.972882,50237.25782
2132,No,No,665.6278337,55093.3824
2133,No,No,174.935485,55044.370070000004
2134,No,No,124.2272969,51265.5462
2135,No,No,344.5450091,38463.685260000006
2136,No,No,954.9482703,42963.66173
2137,No,No,1629.325936,44911.64353
2138,No,No,913.0449189999999,31841.63497
2139,No,No,1306.8430230000001,49036.7417
2140,No,Yes,2308.893236,19110.26641
2141,No,No,1042.42039,58234.76647
2142,No,No,1264.875626,44359.06062
2143,No,Yes,1348.645456,21789.38222
2144,No,No,1256.892288,23100.0095
2145,No,No,1046.631553,45717.62805
2146,No,No,0.0,22535.50636
2147,No,No,432.6554265,22986.93175
2148,No,No,563.1501915,43028.5972
2149,No,No,721.0934338999999,41411.14368
2150,No,No,741.5927598,24393.31595
2151,No,No,1071.305347,19529.035190000002
2152,No,Yes,1589.638598,22541.892030000003
2153,No,No,1194.597579,38222.50611
2154,No,No,269.5879188,38650.34609
2155,No,Yes,455.59902630000005,20549.134830000003
2156,No,Yes,795.5407915,10257.67249
2157,No,No,595.3688043,31418.81567
2158,No,Yes,539.8347931,13119.68585
2159,Yes,No,1322.7239789999999,23229.90913
2160,No,No,1267.295791,36784.836989999996
2161,No,No,1091.999738,34704.51229
2162,No,Yes,951.7855506000001,14354.634880000001
2163,No,Yes,559.4983021,16994.57867
2164,No,Yes,1222.141327,9080.1457
2165,No,Yes,1026.1044949999998,20991.39643
2166,No,No,1140.594209,25116.66829
2167,No,No,556.4448382999999,39707.10879
2168,No,Yes,306.6107704,11511.88422
2169,No,No,1271.250986,42533.267660000005
2170,No,No,333.0727083,61508.75656
2171,No,No,1174.519506,23942.20577
2172,No,No,473.9614391,35133.07041
2173,Yes,Yes,1724.963232,22170.68734
2174,No,Yes,1056.770651,14194.659
2175,No,No,841.7346630000001,38023.33074
2176,No,No,590.8781726,52977.64198
2177,No,Yes,1070.666361,19312.8406
2178,No,No,914.9723795,52871.32437
2179,No,No,1130.512899,35071.67338
2180,Yes,No,1706.956841,21738.79633
2181,No,No,839.3255069,43909.00396
2182,No,Yes,330.93610789999997,21272.307380000002
2183,No,Yes,762.5850193,24738.11845
2184,No,No,986.8181659,32386.162360000002
2185,No,No,916.0730001000001,42201.8206
2186,No,No,1263.676788,25695.481369999998
2187,No,No,0.0,42118.19666
2188,No,No,441.0087864,47707.12518
2189,No,No,349.05441139999994,46698.02743
2190,No,No,423.9854717,37979.78533
2191,No,Yes,1295.0297130000001,21717.46955
2192,No,No,681.7244755,31153.637539999996
2193,No,No,1153.0213099999999,20586.27811
2194,No,No,1470.342593,26136.74369
2195,No,Yes,1040.8733109999998,12177.03896
2196,No,No,1007.2686789999999,28245.32008
2197,No,No,667.1445832,44863.06899
2198,No,Yes,634.6799702000001,17023.68286
2199,No,No,298.70451660000003,39599.66158
2200,No,No,909.4842199999999,48358.440969999996
2201,Yes,Yes,1737.537815,20974.03459
2202,No,No,203.26381719999998,46518.132410000006
2203,No,Yes,0.0,19750.39622
2204,No,Yes,1889.678319,14756.90002
2205,Yes,No,1558.463471,41648.32617
2206,No,No,1201.927539,45382.61357
2207,No,No,1051.604407,47529.21731
2208,No,No,641.5253832000001,18350.73342
2209,No,No,883.9070730000001,41668.1062
2210,No,Yes,953.8090470000001,18241.74144
2211,No,Yes,1168.8955449999999,14970.87009
2212,No,No,431.33074010000007,58551.893260000004
2213,No,Yes,1291.915263,17910.064609999998
2214,No,Yes,335.3579479,5118.745551
2215,No,No,30.8244501,35960.60602
2216,No,Yes,1119.237574,15214.115630000002
2217,Yes,Yes,1812.079998,17962.27016
2218,No,No,385.69083870000003,44650.782960000004
2219,No,Yes,651.5500049,17743.065619999998
2220,No,No,1717.495025,38791.05764
2221,No,Yes,1181.5132210000002,11784.802259999999
2222,No,No,745.2795147,34704.62025
2223,No,Yes,1453.309747,15183.72922
2224,No,Yes,1333.097471,29363.971739999997
2225,No,Yes,571.8863591,15632.76928
2226,No,No,494.6532294,40377.66836
2227,No,No,163.5826085,58220.780470000005
2228,No,Yes,1371.468372,24248.55196
2229,No,No,1129.202659,40688.63559
2230,No,No,0.0,53663.16668
2231,No,No,84.85654884,53760.465260000004
2232,No,No,681.4512394999999,48892.52469
2233,No,Yes,1366.4775339999999,11268.77433
2234,No,No,82.08845649999999,27357.59993
2235,No,No,602.9962261,33888.40919
2236,No,No,176.32319980000003,54798.69875
2237,No,Yes,713.7991565000001,20676.90519
2238,No,No,137.72461669999998,44747.32768
2239,No,No,159.97347309999998,30567.801310000003
2240,Yes,Yes,1956.9239059999998,15574.389980000002
2241,No,No,183.57638219999998,51149.28157
2242,No,No,975.3354849,50751.03859
2243,No,No,0.0,44216.92938
2244,No,No,424.285797,35675.7411
2245,No,No,1477.6692070000001,42011.807960000006
2246,No,Yes,1211.363648,14186.388669999998
2247,No,No,903.5493047,46971.56217
2248,No,Yes,1076.233587,18096.70148
2249,No,No,988.667818,28486.33975
2250,No,No,1311.0888029999999,32797.98992
2251,No,No,0.0,40056.69266
2252,No,No,289.3299083,45559.17639
2253,No,No,22.53717523,59536.27562000001
2254,No,Yes,287.6074133,24440.2252
2255,No,No,25.82837121,22720.094540000002
2256,No,Yes,725.7933681,23202.96396
2257,No,Yes,1137.028318,25117.76297
2258,No,No,1335.115552,30115.154960000003
2259,No,No,1193.676973,34360.9095
2260,No,Yes,0.0,18162.77049
2261,No,No,1047.72339,45181.7486
2262,No,No,0.0,48271.87044
2263,No,No,327.32250810000005,29816.38032
2264,No,No,771.6829167000001,38854.24248
2265,No,Yes,873.6786524,17655.710030000002
2266,No,No,974.9077892999999,36763.14597
2267,No,No,309.8239952,28139.62585
2268,No,No,286.8523269,18402.16475
2269,No,No,509.85225369999995,49345.425639999994
